notifying_member,distribution_date,title,description,products_covered,hs_code_s,ics_code_s,objectives,objectives_free_text,keywords,specific_regions_or_countries_likely_to_be_affected,final_date_for_comments,proposed_adoption_date,proposed_entry_into_force_date,notification_type,notified_document,technical_regulation_article_2_9_2,technical_regulation_urgent_article_2_10_1,conformity_assessment_procedure_article_5_6_2,conformity_assessment_procedure_urgent_article_5_7_1,technical_regulation_local_government_article_3_2,conformity_assessment_procedure_local_government_article_7_2,other,relevant_documents,codex_alimentarius_commission,world_organization_for_animal_health_oie,international_plant_protection_convention,none,does_this_proposed_regulation_conform_to_the_relevant_international_standard,if_no_describe_whenever_possible_how_and_why_it_deviates_from_the_international_standard,products_covered_raw,ics_codes_raw,hs_codes_raw,ics_list,hs_list,is_sps,is_tbt
United States of America,2020-07-29,Quinclorac; Pesticide Tolerances. Final Rule,"This regulation amends the tolerance for residues of quinclorac in or on rice, grain.","Rice, bran; Rice, grain",,,Food safety (SPS),,Maximum residue limits (MRLs); Food safety; Human health; Pesticides,,,2020-07-20 00:00:00,2020-07-20 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-07-20/html/2020-14395.htm,,,,,,,,,No,No,No,Yes,Not applicable,"EPA harmonizes with Codex where possible, but for some of the MRLs (tolerances) in question, the data provided to EPA support a different MRL than Codex. Please refer to the Federal Register Notice for full information regarding which MRLs are harmonized and which are not.","Rice, bran; Rice, grain",,,[],[],True,False
United States of America,2020-08-06,Permethrin; Pesticide Tolerances. Final Rule,This regulation establishes tolerances for residues of permethrin in or on multiple commodities.,"Celtuce; Cherry subgroup 12-12A; Fennel, Florence, fresh leaves and stalks; Leaf petiole vegetable subgroup 22B; Peach subgroup 12-12B; Swiss chard; Tea, plucked leaves; Vegetable, tuberous and corm, subgroup 1C",,,Food safety (SPS),,Pesticides; Maximum residue limits (MRLs); Food safety; Human health,,,2020-07-28 00:00:00,2020-07-28 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-07-28/html/2020-14419.htm,,,,,,,,,No,No,No,Yes,Not applicable,"EPA harmonizes with Codex where possible, but for some of the MRLs (tolerance) in question, the data provided to EPA support a different MRL than Codex. Please refer to the Federal Register Notice for full information regarding which MRLs are harmonized and which are not.","Celtuce; Cherry subgroup 12-12A; Fennel, Florence, fresh leaves and stalks; Leaf petiole vegetable subgroup 22B; Peach subgroup 12-12B; Swiss chard; Tea, plucked leaves; Vegetable, tuberous and corm, subgroup 1C",,,[],[],True,False
United States of America,2020-08-06,Ethalfluralin; Pesticide Tolerances. Final Rule,This regulation decreases the tolerance for residues of ethalfluralin in or on potato.,Potato,,,Food safety (SPS),,Food safety; Human health; Pesticides; Maximum residue limits (MRLs),,,2020-07-28 00:00:00,2020-07-28 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-07-28/html/2020-16266.htm,,,,,,,,,No,No,No,Yes,Not applicable,,Potato,,,[],[],True,False
United States of America,2020-08-14,Receipt of Several Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities. Notice of filing of petitions and request for comment.,This document announces the Agency's receipt of several initial filings of pesticide petitions requesting the establishment or modification of regulations for residues of pesticide chemicals in or on various commodities.,Multiple commodities,,,Food safety (SPS),,Food safety; Human health; Pesticides; Maximum residue limits (MRLs),,2020-09-04 00:00:00,,,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-08-05/html/2020-16459.htm,,,,,,,,,No,No,No,Yes,Not applicable,,Multiple commodities,,,[],[],True,False
United States of America,2020-08-24,Pethoxamid; Pesticide Tolerances. Final Rule,This regulation establishes tolerances for residues of pethoxamid in or on multiple commodities.,"Cattle, fat; Cattle, meat; Cattle, meat byproducts; Corn, field, forage; Corn, field, grain; Corn, field, stover; Corn, pop, grain; Corn, pop, stover; Corn, sweet, forage; Corn, sweet, kernel plus cob with husk removed; Corn, sweet, stover; Cotton, gin byproducts; Cotton, undelinted seed; Egg; Goat, fat; Goat, meat; Goat, meat byproducts; Hog, fat; Hog, meat; Hog, meat byproducts; Horse, fat; Horse, meat; Horse, meat byproducts; Milk; Poultry, fat; Poultry, meat; Poultry, meat byproducts; Sheep, fat; Sheep, meat; Sheep, meat byproducts; Soybean, forage; Soybean, hay; Soybean, seed",,,Food safety (SPS),,Food safety; Human health; Pesticides; Maximum residue limits (MRLs),,,2020-08-12 00:00:00,2020-08-12 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-08-12/html/2020-16452.htm,,,,,,,,,No,No,No,Yes,Not applicable,,"Cattle, fat; Cattle, meat; Cattle, meat byproducts; Corn, field, forage; Corn, field, grain; Corn, field, stover; Corn, pop, grain; Corn, pop, stover; Corn, sweet, forage; Corn, sweet, kernel plus cob with husk removed; Corn, sweet, stover; Cotton, gin byproducts; Cotton, undelinted seed; Egg; Goat, fat; Goat, meat; Goat, meat byproducts; Hog, fat; Hog, meat; Hog, meat byproducts; Horse, fat; Horse, meat; Horse, meat byproducts; Milk; Poultry, fat; Poultry, meat; Poultry, meat byproducts; Sheep, fat; Sheep, meat; Sheep, meat byproducts; Soybean, forage; Soybean, hay; Soybean, seed",,,[],[],True,False
United States of America,2020-08-24,Nitrapyrin; Pesticide Tolerances. Final Rule,"This regulation establishes tolerances for residues of nitrapyrin in or on sugar beet molasses, sugar beet roots, sugar beet tops, rapeseed seed, and the vegetable, tuberous and corm, crop subgroup 1C.","Beet, sugar, molasses; Beet, sugar, roots; Beet, sugar, tops; Rapeseed, seed; Vegetable, tuberous and corm, crop subgroup 1C",,,Food safety (SPS),,Food safety; Human health; Pesticides; Maximum residue limits (MRLs),,,2020-08-12 00:00:00,2020-08-12 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-08-12/html/2020-16456.htm,,,,,,,,,No,No,No,Yes,Not applicable,,"Beet, sugar, molasses; Beet, sugar, roots; Beet, sugar, tops; Rapeseed, seed; Vegetable, tuberous and corm, crop subgroup 1C",,,[],[],True,False
United States of America,2020-08-21,Novaluron; Pesticide Tolerances. Final Rule.,This regulation establishes and modifies tolerances for residues of novaluron in or on multiple commodities.,"Brassica, leafy greens, subgroup 4-16B; Cottonseed subgroup 20C; Kohlrabi; Sunflower subgroup 20B; Tropical and subtropical, small fruit, inedible peel, 9 subgroup 24A; Vegetable, Brassica, head and stem, Group 5-16; Vegetable, fruiting, group 8-10",,,Food safety (SPS),,Food safety; Human health; Pesticides; Maximum residue limits (MRLs),,,2020-08-13 00:00:00,2020-08-13 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-08-13/html/2020-16457.htm,,,,,,,,,No,No,No,Yes,Not applicable,"EPA harmonizes with Codex where possible, but for some of the MRLs (tolerance) in question, the data provided to EPA support a different MRL than Codex. Please refer to the Federal Register Notice for full information regarding which MRLs are harmonized and which are not.","Brassica, leafy greens, subgroup 4-16B; Cottonseed subgroup 20C; Kohlrabi; Sunflower subgroup 20B; Tropical and subtropical, small fruit, inedible peel, 9 subgroup 24A; Vegetable, Brassica, head and stem, Group 5-16; Vegetable, fruiting, group 8-10",,,[],[],True,False
United States of America,2020-08-26,Fludioxonil; Pesticide Tolerances. Final Rule,"This regulation establishes tolerances for residues of fludioxonil in or on Brassica, leafy greens, subgroup 4-16B, except watercress; vegetable, Brassica, head and stem, group 5-16; kohlrabi; modifies the current watercress tolerance; and removes existing tolerances for Brassica, head and stem, subgroup 5A and Brassica, leafy greens, subgroup 5B.","Brassica, leafy greens, subgroup 4-16B, except watercress; Kohlrabi; Vegetable, Brassica, head and stem, group 5-16; Watercress",,,Food safety (SPS),,Food safety; Human health; Pesticides; Maximum residue limits (MRLs),,,2020-08-20 00:00:00,2020-08-20 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-08-20/html/2020-17155.htm,,,,,,,,,No,No,No,Yes,Not applicable,"EPA harmonizes with Codex where possible, but for some of the MRLs (tolerance) in question, the data provided to EPA support a different MRL than Codex. Please refer to the Federal Register Notice for full information regarding which MRLs are harmonized and which are not.","Brassica, leafy greens, subgroup 4-16B, except watercress; Kohlrabi; Vegetable, Brassica, head and stem, group 5-16; Watercress",,,[],[],True,False
United States of America,2024-08-30,Ethaboxam; Pesticide Tolerances. Final Rule,"This regulation establishes a tolerance for residues of ethaboxam in or on leaf petiole vegetable subgroup 22B. The Interregional Project Number 4 (IR-4) requested this tolerance under the Federal Food, Drug, and Cosmetic Act (FFDCA).",Leaf petiole,,,Food safety (SPS),,Human health; Food safety; Maximum residue limits (MRLs),,,2024-08-23 00:00:00,2024-08-23 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-08-21/html/2020-17153.htm,,,,,,,,,No,No,No,Yes,Not applicable,,Leaf petiole,,,[],[],True,False
United States of America,2020-09-02,Inpyrfluxam; Pesticide Tolerances. Final Rule,This regulation establishes tolerances for residues of inpyrfluxam in or on multiple commodities.,"Apple; Beet, sugar, roots; Corn, field, forage; Corn, field, grain; Corn, field, stover; Corn, pop, grain; Corn, pop, stover; Corn, sweet, kernel plus cob with husks removed; Corn, sweet, forage; Corn, sweet, stover; Peanut; Peanut, hay; Rice, grain; Soybean, seed; Cattle, fat; Cattle, meat; Cattle, meat byproducts; Egg; Goat, fat; Goat, meat; Goat, meat byproducts; Hog, fat; Hog, meat; Hog, meat byproducts; Horse, fat; Horse, meat; Horse, meat byproducts; Milk; Poultry, fat; Poultry, meat; Poultry, meat byproducts; Sheep, fat; Sheep, meat; Sheep, meat byproducts",,,Food safety (SPS),,Pesticides; Maximum residue limits (MRLs); Food safety; Human health,,,2020-08-26 00:00:00,2020-08-26 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-08-26/html/2020-18661.htm,,,,,,,,,No,No,No,Yes,Not applicable,,"Apple; Beet, sugar, roots; Corn, field, forage; Corn, field, grain; Corn, field, stover; Corn, pop, grain; Corn, pop, stover; Corn, sweet, kernel plus cob with husks removed; Corn, sweet, forage; Corn, sweet, stover; Peanut; Peanut, hay; Rice, grain; Soybean, seed; Cattle, fat; Cattle, meat; Cattle, meat byproducts; Egg; Goat, fat; Goat, meat; Goat, meat byproducts; Hog, fat; Hog, meat; Hog, meat byproducts; Horse, fat; Horse, meat; Horse, meat byproducts; Milk; Poultry, fat; Poultry, meat; Poultry, meat byproducts; Sheep, fat; Sheep, meat; Sheep, meat byproducts",,,[],[],True,False
United States of America,2020-09-14,Pydiflumetofen; Pesticide Tolerance. Final Rule,"This regulation establishes tolerances for the inadvertent residues of pydiflumetofen in or on animal feed, nongrass, group 18, hay; grass, forage, fodder and hay, group 17, except straw; and grass, forage, fodder and hay, group 17, straw.","Animal feed, non-grass, group 18, hay; Grass, forage, fodder and hay, group 17, except straw; Grass, forage, fodder and hay, group 17, straw",,,Food safety (SPS),,Food safety; Pesticides; Animal feed; Human health,,,2020-09-04 00:00:00,2020-09-04 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-09-04/html/2020-17791.htm,,,,,,,,,No,No,No,Yes,Not applicable,,"Animal feed, non-grass, group 18, hay; Grass, forage, fodder and hay, group 17, except straw; Grass, forage, fodder and hay, group 17, straw",,,[],[],True,False
United States of America,2020-09-17,Tiafenacil; Pesticide Tolerances. Final Rule,This regulation establishes tolerances for residues of tiafenacil in or on multiple commodities.,"Corn, field, grain; Corn, pop, grain; Cottonseed subgroup 20C; Grape; Soybean, seed; Wheat, grain; Cotton, gin by-products; Corn, field, forage; Corn, field, forage; Corn, pop, stover; Soybean, forage; Soybean, hay; Wheat, forage; Wheat, hay; Wheat, straw",,,Food safety (SPS),,Food safety; Human health; Pesticides; Maximum residue limits (MRLs),,,2020-09-08 00:00:00,2020-09-08 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-09-08/html/2020-19673.htm,,,,,,,,,No,No,No,Yes,Not applicable,,"Corn, field, grain; Corn, pop, grain; Cottonseed subgroup 20C; Grape; Soybean, seed; Wheat, grain; Cotton, gin by-products; Corn, field, forage; Corn, field, forage; Corn, pop, stover; Soybean, forage; Soybean, hay; Wheat, forage; Wheat, hay; Wheat, straw",,,[],[],True,False
United States of America,2020-09-18,Receipt of Several Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities. Notice of filing of petitions and request for comment.,This document announces the Agency's receipt of several initial filings of pesticide petitions requesting the establishment or modification of regulations for residues of pesticide chemicals in or on various commodities.,Multiple Commodities,,,Food safety (SPS),,Human health; Pesticides; Food safety,,2020-09-13 00:00:00,,,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-09-10/html/2020-18958.htm,,,,,,,,,No,No,No,Yes,Not applicable,,Multiple Commodities,,,[],[],True,False
United States of America,2020-09-28,Saflufenacil; Pesticide Tolerances. Final Rule,"This regulation establishes tolerances for residues of saflufenacil in or on the caneberry subgroup 13-07A, fig, chia seed and chia straw.","Caneberry subgroup 13-07A; Chia, seed; Chia, straw; Fig",,,Food safety (SPS),,Human health; Pesticides; Food safety; Maximum residue limits (MRLs); Seeds,,,2020-09-25 00:00:00,2020-09-25 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-09-25/html/2020-19762.htm,,,,,,,,,No,No,No,Yes,Not applicable,,"Caneberry subgroup 13-07A; Chia, seed; Chia, straw; Fig",,,[],[],True,False
United States of America,2020-10-09,Receipt of Several Pesticide Petitions Filed for Residues of Pesticide Chemicals in or on Various Commodities. Notice of filing of petitions and request for comment.,This document announces the Agency's receipt of several initial filings of pesticide petitions requesting the establishment or modification of regulations for residues of pesticide chemicals in or on various commodities.,Multiple commodities,,,Food safety (SPS),,Food safety; Human health; Pesticides; Maximum residue limits (MRLs),,2020-10-30 00:00:00,,,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-09-30/html/2020-21184.htm,,,,,,,,,No,No,No,Yes,Not applicable,,Multiple commodities,,,[],[],True,False
United States of America,2020-10-16,Afidopyropen; Pesticide Tolerances. Final Rule,"This regulation establishes tolerances for residues of the insecticide afidopyropen, including its metabolites and degradates, in or on multiple food and animal commodities.","Alfalfa, seed; Almond, hulls; Animal feed, nongrass, group 18, forage; Animal feed, nongrass, group 18, hay; Animal feed, nongrass, group 18, straw; Grain, aspirated fractions; Grass, forage, fodder and hay, group 17; Sorghum, grain, forage; Sorghum, grain, grain; Sorghum, grain, stover; Sorghum, sweet, forage; Sorghum, sweet, grain; Sorghum, sweet, stalk; Sorghum, sweet, stover; Soybean, forage; Soybean, hay; Strawberry; Vegetable, fruiting, group 8-10; Cattle, meat; Cattle, meat by-products; Goat, meat; Goat, meat by-products; Horse, meat; Horse, meat by‐products; Milk; Sheep, meat; Sheep, meat by-products.",,,Food safety (SPS),,Food safety; Human health; Pesticides; Maximum residue limits (MRLs),,,2020-10-08 00:00:00,2020-10-08 00:00:00,Regular notification,https://www.govinfo.gov/content/pkg/FR-2020-10-08/html/2020-21119.htm,,,,,,,,,No,No,No,Yes,Not applicable,,"Alfalfa, seed; Almond, hulls; Animal feed, nongrass, group 18, forage; Animal feed, nongrass, group 18, hay; Animal feed, nongrass, group 18, straw; Grain, aspirated fractions; Grass, forage, fodder and hay, group 17; Sorghum, grain, forage; Sorghum, grain, grain; Sorghum, grain, stover; Sorghum, sweet, forage; Sorghum, sweet, grain; Sorghum, sweet, stalk; Sorghum, sweet, stover; Soybean, forage; Soybean, hay; Strawberry; Vegetable, fruiting, group 8-10; Cattle, meat; Cattle, meat by-products; Goat, meat; Goat, meat by-products; Horse, meat; Horse, meat by‐products; Milk; Sheep, meat; Sheep, meat by-products.",,,[],[],True,False
