description,title,notified_document,hs4,year,month,notif_count,exposure_w
"The Federal Energy Regulatory Commission (Commission) approves proposed Reliability Standard PRC-024-4 (Frequency and Voltage Protection Settings for Synchronous Generators, Type 1 and Type 2 Wind Resources, and Synchronous Condensers), Reliability Standard PRC-029-1 (Frequency and Voltage Ride-through Requirements for Inverter-Based Resources), and a definition of ''Ride-through,'' which the North American Electric Reliability Corporation (NERC) submitted in response to a Commission directive. In addition, the Commission directs NERC to clarify documentation requirements for legacy equipment needed to support an exemption request pursuant to Reliability Standard PRC-029- 1; to consider whether, and if so how, to address a total of two exception- and exemption-related issues raised by commenters; and to submit an informational filing that assesses the reliability impact of the exemptions to Reliability Standard PRC-029-1.This rule is effective 28 August 2025.90 Federal Register (FR) 35599, 29 July 2025; Title 18 Code of Federal Regulations (CFR) Part 40_x000D_ https://www.govinfo.gov/content/pkg/FR-2025-07-29/html/2025-14304.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2025-07-29/pdf/2025-14304.pdf",Reliability Standards for Frequency and Voltage Protection Settings and Ride-Through for Inverter-Based Resources,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_05057_00_e.pdf,9108,2025,7,1,2.0
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,4406,2025,1,1,0.15951361381858822
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,7302,2025,1,1,0.16610429726756776
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,8428,2025,1,1,0.20678624428831663
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,8530,2025,1,1,0.15618915674840506
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,8603,2025,1,1,0.18515092615495654
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,8604,2025,1,1,0.2151000668929002
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,8605,2025,1,1,0.19765996504176905
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,8606,2025,1,1,0.17615950208731596
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,8607,2025,1,1,0.2154464223423687
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,8608,2025,1,1,0.16467515405773275
"The Federal Railroad Administration (FRA) is amending the Freight Car Safety Standards (FCSS) to implement section 22425 of the Infrastructure Investment and Jobs Act (Act). The Act places certain restrictions on newly built freight cars placed into service in the United States (U.S.) including limiting content that originates from a country of concern (COC) or is sourced from a state-owned enterprise (SOE) and prohibiting sensitive technology that originates from a COC or is sourced from a SOE. The Act mandates that FRA issue a regulation to monitor and enforce industry's compliance with the Act's standards.>The Final Rule is effective 21 January 2025.89 Federal Register (FR) 103677, 19 December 2023; Title 49 Code of Federal Regulations (CFR) Part 215_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/html/2024-30030.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-12-19/pdf/2024-30030.pdf_x000D_ This final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/2076 are identified by Docket Number FRA-2023-0021. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FRA-2023-0021/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Freight Car Safety Standards Implementing the Infrastructure Investment and Jobs Act,https://members.wto.org/crnattachments/2025/TBT/USA/final_measure/25_00061_00_e.pdf,8709,2025,1,1,0.15721465130007917
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,7321,2024,2,1,0.44062847642959807
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,7322,2024,2,1,2.813863544622376
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,7417,2024,2,1,0.23546168782225904
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,7615,2024,2,1,0.22979825501126622
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,8404,2024,2,1,0.6183586886663087
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,8419,2024,2,1,0.25219021761729465
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,8450,2024,2,1,2.0
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,8508,2024,2,1,0.9365213172039246
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,8509,2024,2,1,1.3009181877285005
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,8516,2024,2,1,1.1722596248984718
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,9501,2024,2,1,1.319394895487516
"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",Energy Labeling Rule,https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,9503,2024,2,1,0.6806051045124841
"The Federal Trade Commission (""FTC"" or ""Commission"") proposes revisions to its Guides for the Jewelry, Precious Metals, and Pewter Industries (""Jewelry Guides"" or ""Guides""). The proposed revisions aim to respond to changes in the marketplace and help marketers avoid deceptive and unfair practices. This document summarizes the Commission's proposed revisions to the Guides and includes the proposed revised Guides.","Guides for the Jewelry, Precious Metals, and Pewter Industries (11 pages, in English)",https://members.wto.org/crnattachments/2016/TBT/USA/16_0142_00_e.pdf,4420,2016,1,1,0.1354403411163826
