notified_document,text,distribution_date,Y_notif
https://members.wto.org/crnattachments/2024/TBT/USA/24_00195_00_e.pdf,"Advance notice of proposed rulemaking - This document initiates rulemaking that would gather the information necessary to develop performance requirements and require that new passenger motor vehicles be equipped with advanced drunk and impaired driving prevention technology through a new Federal Motor Vehicle Safety Standard (FMVSS). In this document, NHTSA presents its various activities related to preventing drunk and impaired driving and discusses the current state of advanced impaired driving technology. NHTSA also asks many questions to gather the information necessary to develop a notice of proposed rulemaking on advanced drunk and impaired driving technology.",2024-01-08 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_00386_00_e.pdf,"Draft guide; request for comment by 7 February 2024 - The U.S. Nuclear Regulatory Commission (NRC) is issuing for public comment a draft Regulatory Guide (DG), DG-1421, “Installation Design and Installation of Vented Lead-Acid Storage Batteries for Production and Utilization Facilities."" This DG is proposed Revision 3 of Regulatory Guide 1.128, ""Installation Design and Installation of Vented Lead-Acid Storage Batteries for Nuclear Power Plants,"" and provides methods acceptable to the NRC to meet regulatory requirements for the installation design and installation of vented lead-acid storage batteries in production and utilization facilities. It endorses, with clarifications, the Institute of Electrical and Electronics Engineers (IEEE) Standard (Std.) 484-2019, “IEEE Recommended Practice for Installation Design and Installation of Vented Lead-Acid Batteries for Stationary Applications.”",2024-01-11 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_00383_00_e.pdf 89 Federal Register (FR) 874 Title 47 Code of Federal Regulations (CFR) Part 15: https://www.govinfo.gov/content/pkg/FR-2024-01-08/html/2023-28006.htm https://www.govinfo.gov/content/pkg/FR-2024-01-08/pdf/2023-28006.pdf,"In this document, the Federal Communications Commission (Commission) builds on the 6 GHz band unlicensed rules by permitting very low power (VLP) devices in the U-NII-5 (5.925-6.425 MHz) and U- NII-7 (6.525-6.875 MHz) portions of the 6 GHz band. The Commission will limit VLP devices to low power levels and subject them to other technical and operational requirements that will permit these devices to operate across the United States while protecting incumbent licensed services that operate in the 6 GHz band from harmful interference. The Commission also takes action in a Memorandum Opinion and Order on Remand that addresses a remand from the United States Court of Appeals for the District of Columbia Circuit concerning an issue raised by television broadcasters. The Commission finds that broadcasters' unsubstantiated claims of interference in the 2.4 GHz band do not warrant any changes to the 6 GHz rules.Title 47 Code of Federal Regulations (CFR) Part 15This final rule is identified by ET Docket No. 18-295, GN Docket No. 17-183 and FCC 23-86. The Docket Folders are available on the FCC's website at https://www.fcc.gov/edocs/search-results?t=quick&dockets=18-295 and at https://www.fcc.gov/edocs/search-results?t=quick&dockets=17-183 and provide access to associated documents. Comments are accessible from the FCC’s Electronic Comment Filing System at https://www.fcc.gov/ecfs/search/search-filings/results?q=(%22Expanding%20Flexible%20Use%20in%20Mid-Band%20Spectrum%20Between%203.7%20and%2024%20GHz%22)",2024-01-11 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_00468_00_e.pdf https://members.wto.org/crnattachments/2024/TBT/USA/24_00468_01_e.pdf,"Final rule - In this document, the Federal Communications Commission (Commission) adopts rules for commercial mobile service providers that have elected to participate in the Wireless Emergency Alert system (WEA) (Participating CMS Providers) to support WEA messages in the 13 most commonly spoken languages in the U.S. as well as English and American Sign Language. Participating CMS Providers are to support this expanded multilingual alerting by enabling mobile devices to display message templates that will be pre-installed and stored on the mobile device. The Commission also directs its Public Safety and Homeland Security Bureau to seek comment on various implementation details of the multilingual alerting requirements and future expansion to additional languages. In addition, to help personalize emergency alerts, the Commission requires participating wireless providers to support the inclusion of maps in WEA messages that show the alert recipient's location relative to the geographic area where the emergency is occurring, and establishes a Commission-hosted database to provide the public with easy-to-access information on WEA availability. Wireless providers will be required to supply information on whether they participate in WEA and, if so, the extent of WEA availability in their service area and on the mobile devices that they sell. Last, to support more effective WEA performance and public awareness, the amended rules enable alerting authorities to send two local WEA tests per year that the public receives by default, provided that the alerting authority takes steps to ensure that the public is aware that the test is, in fact, only a test.",2024-01-15 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_00469_00_e.pdf https://members.wto.org/crnattachments/2024/TBT/USA/24_00469_01_e.pdf https://members.wto.org/crnattachments/2024/TBT/USA/24_00469_02_e.pdf https://members.wto.org/crnattachments/2024/TBT/USA/24_00469_03_e.pdf,"Proposed rule - CalRecycle has released the draft regulatory text for the implementation of SB 54 (Allen, Chapter 75, Statutes of 2022) and will host a questions and answers session. During this session, CalRecycle will present an overview of SB 54, the upcoming rulemaking process, the draft regulatory text, and will endeavor to answer clarifying questions from the public. More detail, including a detailed agenda, will be forthcoming through the listservCalRecycle aims to provide the public with ample time to review and prepare comments for the forthcoming 45-day comment period, which will open in the coming months when CalRecycle initiates the formal rulemaking process. Further information accessible at Plastic Pollution Prevention and Packaging Producer Responsibility Act SB 54: https://calrecycle.ca.gov/packaging/packaging-epr/Date and time of the session, which will take place in person or via Zoom, and Spanish translation will be available_x000D_ Date: 1 February 2024 (subject to change)_x000D_ Time: 10:00 a.m. to 02:00 p.m.Pacific TimeIn-Person Location: Byron Sher Auditorium (1001 I Street, 2nd Floor, Sacramento, CA 95812)",2024-01-15 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_00470_00_e.pdf,"Proposed rule - In response to a citizen petition, this new rule was proposed (refer to proposed rule number 2023-P101) to establish motor vehicle emission standards for new passenger cars, light-duty trucks, and medium-duty vehicles by incorporating the requirements of the California Advanced Clean Cars II regulations, beginning model year 2027.A public hearing on the proposed Chapter 127-A was held on 17 August 2023, and the comment period closed on 28 August 2023. A final vote on the proposed rule was scheduled for the Board meeting on 21 December 2023, however, due to the state of emergency resulting from the 18 December storm, that meeting was cancelled. This prevented a Board vote on whether to adopt the proposed rule, and forced any potential adoption beyond the rule's proposed effective date of 1 January 2024. This also prevents the rule from taking effect in time to apply to the 2027 model year. Therefore, the proposed rule has been amended to begin with model year 2028, and the Department is now requesting comments from the public concerning this substantive change. The Department has also proposed other non-substantive changes to the proposal.",2024-01-15 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_00534_00_e.pdf,"Notice of proposed rulemaking - The Danny Keysar Child Product Safety Notification Act, section 104 of the Consumer Product Safety Improvement Act of 2008 (CPSIA), requires the U.S. Consumer Product Safety Commission (Commission or CPSC) to promulgate consumer product safety standards for durable infant or toddler products. Under this statutory direction, the Commission is proposing a safety standard for infant support cushions. The Commission is also proposing to amend CPSC's consumer registration requirements to identify infant support cushions as durable infant or toddler products and proposing to amend CPSC's list of notices of requirements (NORs) to include infant support cushions.",2024-01-17 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_00558_00_e.pdf,"Action: Final rule; correction89 Federal Register (FR) 2885, 17 January 2024; Title 47 Code of Federal Regulations (CFR) Part 10https://www.govinfo.gov/content/pkg/FR-2024-01-17/html/2024-00708.htmhttps://www.govinfo.gov/content/pkg/FR-2024-01-17/pdf/2024-00708.pdfThis document corrects the DATES section of a final rule that appeared in the Federal Register on 15 December 2023, regarding the Wireless Emergency Alert system. This correction adds to the list of rules sections with indefinitely delayed effective dates.The correction is effective on 17 January 2024.This correction is identified by PS Docket Nos. 15-94, 15-91; FCC 23-88. The Docket Folders are available on the FCC's website athttps://www.fcc.gov/edocs/search-results?t=quick&dockets=15-94https://www.fcc.gov/edocs/search-results?t=quick&dockets=15-91Comments and other official records accessible via the FCC's Electronic Comment Filing System (ECFS): https://www.fcc.gov/ecfs/search/search-filings/results?q=(proceedings.name:(%2215-94%22))",2024-01-18 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_00560_00_e.pdf,"Notice of proposed rulemaking - The Energy Policy and Conservation Act, as amended (""EPCA""), prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including refrigerators, refrigerator-freezers, and freezers. In this notice of proposed rulemaking (""NOPR""), DOE proposes new energy conservation standards for refrigerators, refrigerator-freezers, and freezers identical to those set forth in a direct final rule published elsewhere in this issue of the Federal Register. If DOE receives adverse comment and determines that such comment may provide a reasonable basis for withdrawal of the direct final rule, DOE will publish a notice of withdrawal and will proceed with this proposed rule._x000D_",2024-01-18 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/modification/24_00639_00_e.pdf 89 Federal Register (FR) 3344 18 January 2024; Title 16 Code of Federal Regulations (CFR) Parts 1112 and 1250: https://www.govinfo.gov/content/pkg/FR-2024-01-18/html/2024-00741.htm https://www.govinfo.gov/content/pkg/FR-2024-01-18/pdf/2024-00741.pdf,"Direct final rule - Section 106 of the Consumer Product Safety Improvement Act (CPSIA) made ASTM F963-07e1, Standard Consumer Safety Specification for Toy Safety, a mandatory consumer product safety standard. Section 106 also provides procedures for revisions to the ASTM F963 standard. In accordance with those procedures, the Consumer Product Safety Commission (CPSC or Commission) has allowed the revised standard, ASTM F963-23, to become the mandatory toy standard. This direct final rule incorporates by reference ASTM F963-23 and updates the existing notice of requirements (NOR) that provide the criteria and processes for Commission acceptance of accreditation of third-party conformity assessment bodies for testing to ASTM F963.The rule is effective on 20 April 2024, unless CPSC receives a significant adverse comment by 20 February 2024. If CPSC receives such a significant adverse comment, it will publish a document in the Federal Register withdrawing this direct final rule before its effective date. The incorporation by reference of the publication listed in this rule is approved by the Director of the Federal Register as of 20 April 2024.Title 16 Code of Federal Regulations (CFR) Parts 1112 and 1250This direct final rule and previous actions notified under the symbol G/TBT/N/USA/1272 are identified by Docket Number CPSC-2017-0010. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/CPSC-2017-0010/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 20 February 2024. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with CPSC and will also be submitted to the Docket on Regulations.gov if received within the comment period.",2024-01-19 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_00640_00_e.pdf 89 Federal Register (FR) 3026 17 January 2024; Title 10 Code of Federal Regulations (CFR) Part 430: https://www.govinfo.gov/content/pkg/FR-2024-01-17/html/2023-28978.htm https://www.govinfo.gov/content/pkg/FR-2024-01-17/pdf/2023-28978.pdf,"The Energy Policy and Conservation Act, as amended (""EPCA""), prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including refrigerators, refrigerator-freezers, and freezers. In this direct final rule, the U.S. Department of Energy (""DOE'') is adopting amended energy conservation standards for refrigerators, refrigerator-freezers, and freezers. DOE has determined that the amended energy conservation standards for these products would result in significant conservation of energy, and are technologically feasible and economically justified.The effective date of this rule is 16 May 2024. The incorporation by reference of certain material listed in the rule was approved by the Director as of 21 May 2014, and 12 November 2021. Title 10 Code of Federal Regulations (CFR) Part 430This direct final rule and the notice of proposed rulemaking notified as G/TBT/N/USA/583/Rev.1 are identified by Docket Number EERE-2017-BT-STD-0003. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/EERE-2017-BT-STD-0003/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4pmEastern Time on 6 May 2024. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with DOE and will also be submitted to the Docket on Regulations.gov if received within the comment period.",2024-01-22 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/24_00669_00_e.pdf,"Notice of proposed rulemaking and announcement of public meeting on 21 February 2024 - The Energy Policy and Conservation Act, as amended (""EPCA""), prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including fans and blowers. EPCA also requires the U.S. Department of Energy (""DOE"") to periodically determine whether more stringent standards would be technologically feasible and economically justified and would result in significant energy savings. In this notice of proposed rulemaking (""NOPR""), DOE proposes energy conservation standards for two categories of fans and blowers: air circulating fans (""ACFs""), and fans and blowers that are not ACFs, referred to as general fans and blowers (""GFBs"") throughout this document. DOE also announces a public meeting to receive comment on these proposed standards and associated analyses and results. _x000D_",2024-01-22 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/24_00822_00_e.pdf https://members.wto.org/crnattachments/2024/TBT/USA/24_00822_01_e.pdf,"Proposed rule - In this document, the Federal Communications Commission (""Commission"") tentatively concludes that requiring 100% of all handset models to be certified as hearing aid-compatible is an achievable object and seeks comment on revising the definition of hearing aid compatibility to include Bluetooth connectivity technology. In addition, the Commission seeks comment on a number of implementation proposals related to this tentative conclusion.",2024-01-30 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_00786_00_e.pdf 89 Federal Register (FR) 5113 Title 49 Code of Federal Regulations (CFR) Part 227: https://www.govinfo.gov/content/pkg/FR-2024-01-26/html/2024-01074.htm https://www.govinfo.gov/content/pkg/FR-2024-01-26/pdf/2024-01074.pdf,"Final Rule - The Federal Railroad Administration (FRA) is amending its regulations related to occupational noise exposure in three ways. First, in response to a congressional mandate, FRA is expanding those regulations to require that railroads provide an appropriate atmosphere-supplying emergency escape breathing apparatus to every train crew member and certain other employees while they are occupying a locomotive cab of a freight train transporting a hazardous material that would pose an inhalation hazard in the event of release during an accident. Second, FRA is changing the name of this part of its regulations from ""Occupational Noise Exposure'' to ""Occupational Safety and Health in the Locomotive Cab'' to reflect the additional subject matter of this final rule and to make other conforming amendments. Third, FRA is removing the provision stating the preemptive effect of this part of FRA's regulations because it is unnecessary.This final rule is effective 26 March 2024. The incorporation by reference of certain publications listed in this rule is approved by the Director of the Federal Register as of 26 March 2024.Title 49 Code of Federal Regulations (CFR) Part 227This final rule and the supplemental notice of proposed rulemaking notified as G/TBT/N/USA/1978 are identified by Docket Number FRA-2009-0044. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FRA-2009-0044/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2024-01-30 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/24_00870_00_e.pdf,The U.S. Consumer Product Safety Commission (Commission or CPSC) received a petition requesting an amendment to its rule on button cell or coin battery packaging to allow for a smaller “Keep out of Reach” icon on the principal display panel for packages of button cell or coin batteries (Petition). The Commission invites written comments concerning this Petition.Submit comments by 29 March 2024.Title 16 Code of Federal Regulations (CFR) Part 1263This request for comment on a petition for rulemaking and previous actions notified under the symbol G/TBT/N/USA/1964 are identified by Docket Number CPSC-2024-0004. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/CPSC-2024-0004/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders by 4pmEastern Time on 29 March 2024 will be shared with CPSC and will also be submitted to the Docket on Regulations.gov if received within the comment period.,2024-01-31 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/24_00871_00_e.pdf https://members.wto.org/crnattachments/2024/TBT/USA/24_00871_01_e.pdf,"Proposed rule; solicitation of comment by 14 March 2024 - In this document, the Federal Communications Commission (Commission) proposes to implement certain decisions regarding the 24.25-27.5 GHz band made in the World Radiocommunication Conference (WRC) held by the International Telecommunication Union (ITU) in 2019 (WRC- 19). Specifically, the Commission proposes to align part 30 of the Commission's rules for mobile operations with the Resolution 750 limits on unwanted emissions into the passive 23.6-24.0 GHz band that were adopted at WRC-19. These proposed rule changes would help to facilitate the protection of passive sensors used for weather forecasting and scientific research in the 23.6 GHz-24.0 GHz band, while continuing to promote flexible commercial use of the 24.25-24.45 GHz and 24.75-25.25 GHz bands (collectively, 24 GHz band). The Commission also seeks comment on alternatives to the proposals it makes, and on other related issues.",2024-01-31 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_00953_00_e.pdf,"Announcement of listening sessions; request for comments by 29 March 2024 - The Alcohol and Tobacco Tax and Trade Bureau (TTB) is announcing virtual listening sessions to receive input from the public on labeling of wine, distilled spirits, and malt beverages to disclose per-serving alcohol and nutritional information, major food allergens, and/or ingredients. The Department of the Treasury's February 2022 report on “Competition in the Markets for Beer, Wine, and Spirits” recommended that TTB revive or initiate rulemaking in these areas. These listening sessions are intended to engage the public, including consumers, public health stakeholders, and industry members of all sizes, and facilitate the public's ability to provide input to inform rulemaking. This notice sets forth the dates and times of the virtual listening sessions and instructions for registration. It also opens a docket for submitting written comments on the issues to be discussed in the listening sessions.Listening sessions and requests to speak: The virtual listening sessions will be held 28 February 2024, from 10:00 p.m. to 2:00 p.m.Eastern Standard Time; and 29 February 2024, from 1:00 p.m. to 5:00 p.m.Eastern Standard Time. The deadline to register to virtually attend either session is 12:00 p.m.Eastern Standard Time, 27 February 2024. Submit requests to speak during one of the listening sessions by 12:00 p.m.Eastern Standard Time, on 26 February 2024. If all registered speakers have had an opportunity to speak, the session may conclude early.",2024-02-02 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/24_00971_00_e.pdf https://members.wto.org/crnattachments/2024/TBT/USA/24_00971_01_e.pdf,"Proposed rule - In this document the Commission proposes to adopt three footnotes to the Table of Frequency Allocations to address the use of spectrum by manned and unmanned spacecraft during space missions. The Commission also seeks further comment on whether to include new spectrum allocations in specific bands for communications with cargo and crew capsules and payload communications with the International Space Station (ISS) and other crewed space stations. In addition, the Commission seeks further comment on expanding the use of the 2360-2395 MHz band, both in the context of additional uses to the band as well as expanding use in the band beyond the three frequencies currently designated for telemetry and telecommand operations of launch vehicles.",2024-02-02 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/24_01028_00_e.pdf,"Notice of proposed rulemaking - The Federal Trade Commission (""FTC"" or ""Commission"") proposes amendments to improve the Energy Labeling Rule (""Rule""), including energy labels for several new consumer product categories and changes to label display requirements. Specifically, the Notice seeks comment on labels for air cleaners, clothes dryers, miscellaneous refrigeration products, and portable electric spas; modifications to existing labels for clothes washers, televisions, and several heating products; revisions to the current requirements for affixing labels on showroom models; and several minor amendments to improve the Rule. _x000D_",2024-02-05 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01027_00_e.pdf 89 Federal Register (FR) 7267 Title 16 Code of Federal Regulations (CFR) Part 305: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-02036.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-02036.pdf,"The Federal Trade Commission (""Commission"") amends its Energy Labeling Rule (""Rule"") by publishing new ranges of comparability for required EnergyGuide labels on televisions.The amendments are effective 2 May 2024.Title 16 Code of Federal Regulations (CFR) Part 305This final rule is identified by Docket Number FTC-2024-0008. The Docket Folder is available on Regulations.gov at https://www.regulations.gov/docket/FTC-2024-0008/document and provides access to primary documents. Documents are also accessible from Regulations.gov by searching the Docket Number. Previous actions notified under the symbol G/TBT/N/USA/1873 are identified by Docket Number FTC-2022-0032. The docket folder on Regulations.gov is accessible at https://www.regulations.gov/docket/FTC-2022-0032/document and provides access to primary documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2024-02-05 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/final_measure/24_01025_00_e.pdf 89 Federal Register (FR) 7496 Title 21 Code of Federal Regulations (CFR) Parts 4 and 820: https://www.govinfo.gov/content/pkg/FR-2024-02-02/html/2024-01709.htm https://www.govinfo.gov/content/pkg/FR-2024-02-02/pdf/2024-01709.pdf,"The Food and Drug Administration (FDA, the Agency, or we) is issuing a final rule to amend the device current good manufacturing practice (CGMP) requirements of the Quality System (QS) regulation to harmonize and modernize the regulation. We are harmonizing to align more closely with the international consensus standard for devices by converging with the quality management system (QMS) requirements used by other regulatory authorities from other jurisdictions (i.e., other countries). We are doing so by incorporating by reference an international standard specific for device quality management systems. Through this rulemaking we also establish additional requirements and make conforming edits to clarify the device CGMP requirements for such products. This action will continue our efforts to align our regulatory framework with that used by regulatory authorities in other jurisdictions to promote consistency in the regulation of devices and provide timelier introduction of safe, effective, high-quality devices for patients.This rule is effective 2 February 2026. The incorporation by reference of certain material listed in this rule is approved by the Director of the Federal Register 2 February 2026.Title 21 Code of Federal Regulations (CFR) Parts 4 and 820This final rule and the proposed rule notified as G/TBT/N/USA/1839 are identified by Docket Number FDA-2021-N-0507. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/FDA-2021-N-0507/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number.",2024-02-05 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/24_01147_00_e.pdf,"Proposed rule; request for comments by 6 May 2024 - OSHA is proposing through this notice of proposed rulemaking (NPRM) to issue a new safety and health standard, titled Emergency Response, to replace the existing Fire Brigades Standard. The new standard would address a broader scope of emergency responders and would include programmatic elements to protect emergency responders from a variety of occupational hazards. The agency requests comments on all aspects of the proposed rule.",2024-02-06 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_01218_00_e.pdf,"89 Federal Register (FR) 8081, Title 47 Code of Federal Regulations (CFR) Part 15https://www.govinfo.gov/content/pkg/FR-2024-02-06/html/2024-02390.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-02-06/pdf/2024-02390.pdfThe Federal Communications Commission is correcting a final rule that appeared in the Federal Register on 8 January 2024. The document issued a final rule permitting very low power (VLP) devices in the U-NII-5 (5.925-6.425 MHz) and U-NII-7 (6.525-6.875 MHz) portions of the 6 GHz band. This document corrects an error in one section of the final rule.Effective 8 March 2024.This correction is identified by ET Docket No. 18-295GN Docket No. 17-183 and FCC 23-86. The Docket Folders are available on the FCC's website (links above) and provide access to associated documents. Comments are accessible from the FCC's Electronic Comment Filing System (ECFS) at https://www.fcc.gov/ecfs/search/search-filings/results?q=(%22Expanding%20Flexible%20Use%20in%20Mid-Band%20Spectrum%20Between%203.7%20and%2024%20GHz%22)",2024-02-07 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/24_01326_00_e.pdf,"89 Federal Register (FR) 8621, 8 February 2024; Title 47 Code of Federal Regulations (CFR) Parts 2 and 30_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-02-08/html/2024-02598.htm_x000D_ https://www.govinfo.gov/content/pkg/FR-2024-02-08/pdf/2024-02598.pdfIn this document, the Commission is correcting the docket number in a proposed rule that appeared in the Federal Register on 29 January 2024. The document proposes to implement certain decisions regarding the 24.25-27.5 GHz band made in the World Radiocommunication Conference held by the International Telecommunication Union (ITU) in 2019 (WRC-19). Specifically, the Commission proposes to align part 30 of the Commission's rules for mobile operations with the Resolution 750 limits on unwanted emissions into the passive 23.6-24.0 GHz band that were adopted at WRC-19. These proposed rule changes would help to facilitate the protection of passive sensors used for weather forecasting and scientific research in the 23.6 GHz-24.0 GHz band, while continuing to promote flexible commercial use of the 24.25-24.45 GHz and 24.75-25.25 GHz bands (collectively, 24 GHz band). The Commission also seeks comment on alternatives to the proposals it makes, and on other related issues.Comments are due on or before 28 February 2024; reply comments are due on or before 14 March 2024. Written comments on the Initial Regulatory Flexibility Analysis (IRFA) in this document must have a separate and distinct heading designating them as responses to the IRFA and must be submitted by the public on or before 28 February 2024.The full text of the proposed rule is available at https://www.fcc.gov/document/fcc-launches-proceeding-implement-24-ghz-rules-adopted-wrc-19. This proposed rule is identified by ET Docket No. 21-186FCC 23-114 and documents are accessible in the FCC Electronic Document Management System (EDOCS). Comments are due on or before 28 February 2024; reply comments are due on or before 14 March 2024. WTO Members and their stakeholders are asked to submit comments to the USA TBT Enquiry Point by or before 4:00 p.m.Eastern Time on 14 March 2024. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with FCC and will also be submitted to the FCC's Electronic Comment Filing System (ECFS) if received within the comment period.",2024-02-09 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/24_01330_00_e.pdf,"In accordance with the Paperwork Reduction Act of 1995 and Office of Management and Budget (OMB) regulations, FSIS is announcing its intention to renew an approved information collection regarding the labeling requirements for mechanically tenderized beef products. There are no changes to the existing information collection. The approval for this information collection will expire on 30 June 2024.Submit comments on or before 8 April 2024.This notice; request for comments is identified by Docket Number FSIS-2024-0001 and can be viewed at https://www.regulations.gov/document/FSIS_FRDOC_0001-0778. Previous actions notified under the symbol G/TBT/N/USA/829 are identified by Docket Numbers FSIS-2008-0017 and FSIS-2021-0002. The Docket Folders are available from Regulations.gov and provide access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. Comments received by the USA TBT Enquiry Point from WTO Members and their stakeholders by 4pmEastern Time on 8 April 2024 will be shared with FSIS and will also be submitted to the Docket on Regulations.gov if received within the comment period.",2024-02-09 00:00:00+00:00,0
https://members.wto.org/crnattachments/2024/TBT/USA/modification/24_01328_00_e.pdf 89 Federal Register (FR) 8583 16 Code of Federal Regulations (CFR) Part 1408: https://www.govinfo.gov/content/pkg/FR-2024-02-08/html/2024-02563.htm https://www.govinfo.gov/content/pkg/FR-2024-02-08/pdf/2024-02563.pdf,"The Consumer Product Safety Commission (Commission or CPSC) will be providing an opportunity for interested parties to make oral presentations on the notice of proposed rulemaking (NPR) the Commission issued regarding a safety standard for residential gas furnaces and boilers. Presentations will be part of the rulemaking record.A hybrid hearing will be held in person at CPSC's headquarters and remotely via webinar and will begin at 10 a.m.Eastern Standard Time (EST) on 21 February 2024.Requests to make oral presentations (in person or remotely) and the text of oral presentations and written comments should be sent by email to: cpsc-os@cpsc.gov, with the subject line, “Residential Gas Furnaces and Boilers NPR; Oral Presentation.” Requests to make oral presentations--in person or remotely--and the written text of any oral presentations must be received by the Office of the Secretary no later than 5 p.m.EST on 14 February 2024. The Commission will accept written comments as well. These also must be received by the Office of the Secretary no later than 5 p.m.EST on 14 February 2024.This action and previous actions notified under the symbol G/TBT/N/USA/1520 are identified by Docket Number CPSC-2019-0020. The Docket Folder is available from Regulations.gov at https://www.regulations.gov/docket/CPSC-2019-0020/document and provides access to primary and supporting documents as well as comments received. Documents are also accessible from Regulations.gov by searching the Docket Number. WTO Members and their stakeholders are asked to submit comments and the written text of any oral presentations to the USA TBT Enquiry Point by or before 4pmEastern Time on 14 February 2024. Comments and the written text of any oral presentations received by the USA TBT Enquiry Point from WTO Members and their stakeholders will be shared with CPSC and will also be submitted to the Docket on Regulations.gov if received within the comment period.",2024-02-09 00:00:00+00:00,1
https://members.wto.org/crnattachments/2024/TBT/USA/24_01493_00_e.pdf,"Notice of proposed rulemaking - The Energy Policy and Conservation Act, as amended (""EPCA""), prescribes energy conservation standards for various consumer products and certain commercial and industrial equipment, including consumer conventional cooking products. In this notice of proposed rulemaking (""NOPR""), the U.S. Department of Energy (""DOE"") proposes new and amended energy conservation standards for consumer conventional cooking products identical to those set forth in a direct final rule published elsewhere in this issue of the Federal Register. If DOE receives adverse comment and determines that such comment may provide a reasonable basis for withdrawal of the direct final rule, DOE will publish a notice of withdrawal and will proceed with this proposed rule._x000D_",2024-02-15 00:00:00+00:00,0
